common_norm	common_display	scientific
ranita de mondolfi	Ranita De Mondolfi	Pristimantis mondolfii
ranita de roze	Ranita De Roze	Pristimantis rozei
ranita de san anton	Ranita De San Antón	Hyla arborea
ranita de san anton o de san antonio	Ranita de San Antón o de San Antonio	Hyla molleri
ranita de sarayacu	Ranita De Sarayacu	Dendropsophus sarayacuensis
ranita de turbera de labio blanco	Ranita De Turbera De Labio Blanco	Tepuihyla edelcae
ranita del yavi	Ranita Del Yavi	Pristimantis yaviensis
ranita enana	Ranita Enana	Pseudopaludicola pusilla
ranita enana llanera	Ranita Enana Llanera	Pseudopaludicola llanera
ranita exigua	Ranita Exigua	Scinax exiguus
ranita garbeana	Ranita Garbeana	Scinax garbei
ranita guayanesa comun	Ranita Guayanesa Comun	Hypsiboas sibleszi
ranita guturosa	Ranita Guturosa	Adelophryne gutturosa
ranita listada	Ranita Listada	Scinax ruber
ranita marsupial de fitzgerald	Ranita Marsupial De Fitzgerald	Flectonotus fitzgeraldi
ranita marsupial pigmea	Ranita Marsupial Pigmea	Flectonotus pygmaeus
ranita meridena	Ranita Meridena	Dendropsophus meridensis
ranita meridional	Ranita Meridional	Hyla meridionalis
ranita minuscula	Ranita Minuscula	Dendropsophus minusculus
ranita misera	Ranita Misera	Dendropsophus microcephalus
ranita montanera	Ranita Montanera	Mannophryne trinitatis
ranita nebulosa	Ranita Nebulosa	Scinax nebulosus
ranita nublada azul	Ranita Nublada Azul	Pristimantis vanadise
ranita nublada de bolivar	Ranita Nublada De Bolivar	Pristimantis terraebolivaris
ranita nublada de rivero	Ranita Nublada De Rivero	Pristimantis riveroi
ranita nublada del turumiquire	Ranita Nublada Del Turumiquire	Pristimantis turumiquirensis
ranita nublada reticulada	Ranita Nublada Reticulada	Pristimantis reticulatus
ranita ocelada	Ranita Ocelada	Dendropsophus luteoocellatus
ranita olorosa	Ranita Olorosa	Myersiohyla aromatica
ranita paramera	Ranita Paramera	Pristimantis paramerus
ranita paramera de bocono	Ranita Paramera De Bocono	Pristimantis boconoensis
ranita paramera de lancini	Ranita Paramera De Lancini	Pristimantis lancinii
ranita rostral	Ranita Rostral	Scinax rostratus
ranita selvatica comun	Ranita Selvatica Comun	Pristimantis vilarsi
ranita selvatica marmorea	Ranita Selvatica Marmorea	Pristimantis marmoratus
ranita silbadora	Ranita Silbadora	Hyloxalus littoralis
ranita trilineada	Ranita Trilineada	Scinax trilineatus
ranita venenosa de sarayacu	Ranita venenosa de Sarayacu	Ranitomeya ventrimaculata
ranita verde de labio blanco	Ranita Verde De Labio Blanco	Centrolene venezuelense
ranita verdinegra	Ranita Verdinegra	Dendrobates auratus
ranita vigilante	Ranita Vigilante	Scarthyla vigilans
ranita x	Ranita X	Scinax x-signatus
ranna de torrente de pacha	Ranna de torrente de Pacha	Hyloscirtus pacha
ranunculaceas	Ranunculáceas	Ranunculaceae
ranunculo	ranúnculo	Ficaria verna|Ranunculus
ranunculo acre	ranúnculo acre	Ranunculus acris
ranunculo glacial	Ranúnculo glacial	Ranunculus glacialis
ranunculo negro	Ranúnculo Negro	Raniceps raninus
ranunculo rojo	ranúnculo rojo	Adonis aestivalis
rape africano	Rape Africano	Lophiodes kempi
rape blanco	Rape Blanco	Lophius piscatorius
rape chato	Rape Chato	Lophiodes reticulatus
rape de hebra	Rape de hebra	Lophiodes spilurus
rape de rabo manchado	Rape de Rabo Manchado	Lophiodes caulinaris
rape del cabo	Rape del Cabo	Lophius vomerinus
rape diablo	Rape Diablo	Lophius vomerinus
rape hocicon	Rape Hocicón	Lophiodes reticulatus
rape negro	Rape Negro	Lophius budegassa
rape pescador	Rape Pescador	Lophius gastrophysus
rape rojizo	Rape Rojizo	Lophius budegassa
raposa de agua	Raposa de Agua	Chironectes minimus
rascaccio arco iris	Rascaccio Arco Iris	Scorpaenodes xyris
rascacio	Rascacio	Scorpaena agassizii|Scorpaena calcarata|Scorpaena canariensis|Scorpaena plumieri|Scorpaena porcus
rascacio californiano	Rascacio Californiano	Scorpaena guttata
rascacio chasnete de fondo	Rascacio Chasnete de Fondo	Scorpaena agassizii
rascacio de angola	Rascacio de Angola	Scorpaena angolensis
rascacio de cadenat	Rascacio de Cadenat	Scorpaena loppei
rascacio de folgor	Rascacio de Folgor	Neomerinthe folgori
rascacio de fuera	Rascacio de Fuera	Pontinus kuhlii
rascacio de madeira	Rascacio de Madeira	Scorpaena maderensis
rascacio de messina	Rascacio de Messina	Scorpaenodes arenai
rascacio de norman	Rascacio de Norman	Scorpaena normani
rascacio escorpion	Rascacio Escorpion	Scorpaena mystes
rascacio espinoso	Rascacio espinoso	Pontinus longispinis|Trachyscorpia cristulata echinata
rascacio jugador	Rascacio Jugador	Scorpaena histrio
rascacio lapon	Rascacio Lapón	Pontinus sierra
rascacio lomo mancahado	Rascacio Lomo Mancahado	Pontinus vaughani
rascacio mejilla espinosa	Rascacio Mejilla Espinosa	Neomerinthe hemingwayi
rascacio moteado	Rascacio Moteado	Pontinus clemensi
rascacio multicolor	Rascacio multicolor	Scorpaena plumieri
rascacio negro	Rascacio negro	Scorpaena plumieri
rascacio parlamo	Rascacio Parlamo	Scorpaena afuerae
rascacio pelon	Rascacio Pelón	Scorpaena calcarata
rascacio profundo	Rascacio profundo	Ectreposebastes imus
rascacio richichi	Rascacio Richichi	Pontinus furcirhinus
rascacio rosado	Rascacio Rosado	Pontinus leda
rascacio sapo	Rascacio Sapo	Scorpaena russula
rascacio sonora	Rascacio Sonora	Scorpaena sonorae
rascacio tallo de ojo	Rascacio Tallo de Ojo	Pontinus strigatus
rascador maculoso	Rascador maculoso	Pipilo maculatus
rascador zarcero	Rascador zarcero	Pipilo erythrophthalmus
rascansio	Rascansio	Scorpaena canariensis
rascasio	Rascasio	Scorpaena elongata
rascasio rubio	Rascasio Rubio	Helicolenus dactylopterus
rascasio serrano	Rascasio serrano	Setarches guentheri
rascavieja	rascavieja	Adenocarpus telonensis
rascon	Rascón	Squaliforma tenuicauda
rascon acollarado	Rascón acollarado	Hypotaenidia torquata
rascon alibarrado	Rascón alibarrado	Hypotaenidia poeciloptera|Nesoclopeus poecilopterus
rascon asiatico	Rascón asiático	Rallus indicus
rascon cafre	Rascón cafre	Rallus caerulescens
rascon carigris	Rascón carigrís	Canirallus oculeus
rascon crepitante	Rascón crepitante	Rallus crepitans
rascon de ascension	Rascón de Ascensión	Mundia elpenor
rascon de bogota	Rascón de Bogotá	Rallus semiplumbeus
rascon de calayan	Rascón de Calayán	Gallirallus calayanensis
rascon de cuvier	Rascón de Cuvier	Dryolimnas cuvieri
rascon de dieffenbach	Rascón de Dieffenbach	Gallirallus dieffenbachii|Hypotaenidia dieffenbachii
rascon de guadalcanal	Rascón de Guadalcanal	Hypotaenidia woodfordi|Nesoclopeus woodfordi
rascon de guam	Rascón de Guam	Gallirallus owstoni|Hypotaenidia owstoni
rascon de hawkins	Rascón de Hawkins	Diaphorapteryx hawkinsi
rascon de la kosrae	Rascón de la Kosrae	Porzana monasa|Zapornia monasa
rascon de la lord howe	Rascón de la Lord Howe	Gallirallus sylvestris|Hypotaenidia sylvestris
rascon de la wake	Rascón de la Wake	Gallirallus wakensis|Hypotaenidia wakensis
rascon de las auckland	Rascón de las Auckland	Lewinia muelleri
rascon de las chatham	Rascón de las Chatham	Cabalus modestus|Gallirallus modestus
rascon de laysan	Rascón de Laysan	Porzana palmeri|Zapornia palmeri
rascon de luzon	Rascón de Luzón	Lewinia mirifica
rascon de manglar	Rascón de manglar	Rallus longirostris
rascon de nueva bretana	Rascón de Nueva Bretaña	Gallirallus insignis|Hypotaenidia insignis
rascon de nueva caledonia	Rascón de Nueva Caledonia	Gallirallus lafresnayanus
rascon de okinawa	Rascón de Okinawa	Gallirallus okinawae|Hypotaenidia okinawae
rascon de platen	Rascón de Platen	Aramidopsis plateni
rascon de reunion	Rascón de Reunión	Dryolimnas augusti
rascon de ridgway	Rascón de Ridgway	Rallus obsoletus
rascon de rodriguez	Rascón de Rodríguez	Erythromachus leguati
rascon de roviana	Rascón de Roviana	Gallirallus rovianae
rascon de tahiti	Rascón de Tahiti	Gallirallus pacificus|Hypotaenidia pacifica
rascon de virginia	Rascón de Virginia	Rallus limicola
rascon de wallace	Rascón de Wallace	Habroptila wallacii
rascon de wetmore	Rascón de Wetmore	Rallus wetmorei
rascon del tsingy	Rascón del Tsingy	Canirallus beankaensis|Mentocrex beankaensis
rascon ecuatoriano	Rascón Ecuatoriano	Rallus aequatorialis
rascon elegante	Rascón elegante	Rallus elegans
rascon etiope	Rascón etíope	Rougetius rougetii
rascon europeo	Rascón europeo	Rallus aquaticus
rascon filipino	Rascón filipino	Gallirallus philippensis|Hypotaenidia philippensis
rascon gallineta	Rascón gallineta	Pardirallus sanguinolentus
rascon hawaiano	Rascón hawaiano	Porzana sandwichensis|Zapornia sandwichensis
rascon inepto	Rascón inepto	Megacrex inepta
rascon kioloide	Rascón kioloide	Canirallus kioloides|Mentocrex kioloides
rascon malgache	Rascón malgache	Rallus madagascariensis
rascon mexicano	Rascón mexicano	Rallus tenuirostris
rascon negruzco	Rascón negruzco	Pardirallus nigricans
rascon nkulenga	Rascón nkulenga	Himantornis haematopus
rascon overo	Rascón overo	Pardirallus maculatus
rascon pectoral	Rascón pectoral	Lewinia pectoralis
rascon piden	Rascón pidén	Rallus antarcticus
rascon rojo	Rascón Rojo	Aphanapteryx bonasia
rascon roviana	Rascón roviana	Gallirallus rovianae|Hypotaenidia rovianae
rascon rufigris	Rascón rufigrís	Gallirallus striatus|Lewinia striata
rascon weka	Rascón weka	Gallirallus australis
rasconcillo de tristan de acuna	Rasconcillo de Tristán de Acuña	Atlantisia rogersi
raspacanoa	Raspacanoa	Dasyloricaria filamentosa|Squaliforma tenuicauda
raspahojas	Raspahojas	Sclerurus scansor
raspaillon	Raspaillon	Diplodus bellottii
raspalenqua	Raspalenqua	Laetia micrantha
raspallon	Raspallón	Diplodus annularis
raspallon senegales	Raspallón Senegalés	Diplodus bellottii
raspano	ráspano	Vaccinium uliginosum
raspilla	raspilla	Sherardia arvensis
rastreador	Rastreador	Menticirrhus americanus
rata arquitecto	Rata Arquitecto	Leporillus conditor
rata bastarda de agua	Rata Bastarda De Agua	Xeromys myoides
rata coligorda	Rata Coligorda	Zyzomys pedunculatus
rata de agua	Rata De Agua	Arvicola sapidus
rata de campo	Rata de Campo	Dicrostonyx torquatus
rata topera	Rata Topera	Arvicola amphibius
rata topo gigante	Rata Topo Gigante	Spalax giganteus
rata topo planteada	Rata topo planteada	Heliophobius argenteocinereus
rata-topo de bukovina	Rata-topo De Bukovina	Spalax graecus
rata-topo occidental	Rata-topo Occidental	Spalax leucodon
ratas vizcachas	Ratas vizcachas	Tympanoctomys
ratina alibarrada	Ratina alibarrada	Spelaeornis troglodytoides
ratina cejuda	Ratina cejuda	Napothera epilepidota
ratina chocolate	Ratina chocolate	Spelaeornis chocolatinus
ratina colicorta	Ratina colicorta	Gypsophila brevicaudata|Napothera brevicaudata
ratina colilarga	Ratina colilarga	Spelaeornis longicaudatus
ratina de formosa	Ratina de Formosa	Pnoepyga formosana
ratina de naung mung	Ratina de Naung Mung	Jabouilleia naungmungensis
ratina de rabor	Ratina de Rabor	Robsonius rabori
ratina de rand	Ratina de Rand	Robsonius sorsogonensis
ratina de sierra madre	Ratina de Sierra Madre	Robsonius thompsoni
ratina de sumatra	Ratina de Sumatra	Napothera albostriata|Rimator albostriatus
ratina estriada	Ratina estriada	Kenopia striata
ratina goliblanca	Ratina goliblanca	Napothera pasquieri|Rimator pasquieri
ratina golinegra	Ratina golinegra	Napothera atrigularis
ratina golirrufa	Ratina golirrufa	Spelaeornis caudatus
ratina gorjipalida	Ratina gorjipálida	Spelaeornis kinneari
ratina grande	Ratina grande	Napothera macrodactyla|Turdinus macrodactylus
ratina indochina	Ratina indochina	Jabouilleia danjoui|Napothera danjoui
ratina inmaculada	Ratina inmaculada	Pnoepyga immaculata
ratina jaspeada	Ratina jaspeada	Napothera marmorata
ratina mishmi	Ratina mishmi	Spelaeornis badeigularis
ratina montana	Ratina montana	Gypsophila crassa|Napothera crassa
ratina moteada	Ratina moteada	Elachura formosa
ratina pechirrufa	Ratina pechirrufa	Gypsophila rufipectus|Napothera rufipectus
ratina picocuna occidental	Ratina picocuña occidental	Sphenocichla humei
ratina picocuna oriental	Ratina picocuña oriental	Sphenocichla roberti
ratina picuda	Ratina picuda	Napothera malacoptila|Rimator malacoptilus
ratina pigmea	Ratina pigmea	Pnoepyga pusilla
ratina roquera	Ratina roquera	Gypsophila crispifrons|Napothera crispifrons
ratina ventriblanca	Ratina ventriblanca	Pnoepyga albiventer
ratina ventrigris	Ratina ventrigrís	Spelaeornis reptatus
raton alpino	Ratón Alpino	Apodemus alpicola
raton arrozalero	Raton Arrozalero	Sigmodontomys alfari
raton bastardo crestado	Raton Bastardo Crestado	Pseudomys shortridgei
raton bastardo fumoso	Raton Bastardo Fumoso	Pseudomys fumeus
raton bastardo peludo	Ratón Bastardo Peludo	Pseudomys fieldi
raton casero	Ratón Casero	Mus musculus
raton de campo	Ratón De Campo	Apodemus sylvaticus
raton de campo enano	Ratón De Campo Enano	Apodemus uralensis
raton de las estepas	Ratón De Las Estepas	Mus spicilegus
raton espinoso de creta	Ratón Espinoso De Creta	Acomys minous
raton espinoso de thomas	Ratón Espinoso De Thomas	Neacomys tenuipes
raton leonado	Ratón Leonado	Apodemus flavicollis
raton listado	Ratón Listado	Apodemus agrarius
raton listado de las estepas	Ratón Listado De Las Estepas	Sicista subtilis
raton listado nordico	Ratón Listado Nórdico	Sicista betulina
raton macedonico	Ratón Macedónico	Mus macedonicus
raton marsupial de cara rayada	Ratón marsupial de cara rayada	Sminthopsis macroura
raton marsupial de pies blancos	Ratón marsupial de pies blancos	Sminthopsis leucopus
raton marsupial de pies peludos	Ratón marsupial de pies peludos	Sminthopsis hirtipes
raton marsupial de vientre gris	Ratón marsupial de vientre gris	Sminthopsis griseoventer
raton marsupial desertico	Ratón Marsupial Desértico	Sminthopsis psammophila
raton marsupial lanudo	Ratón marsupial lanudo	Antechinomys laniger
raton moruno	Ratón Moruno	Mus spretus
raton subterraneo	Raton Subterraneo	Thaptomys nigrita
ratona aperdizada	Ratona aperdizada	Cistothorus platensis
ratona ceja blanca	Ratona ceja blanca	Troglodytes solstitialis
ratona de malvinas	Ratona de Malvinas	Troglodytes cobbi
ratona grande	Ratona grande	Campylorhynchus albobrunneus
ratonera	Ratonera	Pantherophis bairdi
ratones marsupiales	Ratones Marsupiales	Paucituberculata
ratones saltadores de australia	Ratones Saltadores De Australia	Notomys amplus|Notomys aquilo|Notomys fuscus|Notomys longicaudatus|Notomys macrotis|Notomys mordax
rauli	Raulí	Nothofagus alpina
ravijunco	Ravijunco	Hemanthias peruanus
raya a lunares	Raya A Lunares	Atlantoraja castelnaui
raya aletas juntas	Raya Aletas Juntas	Bathyraja cousseauae
raya amazonica	Raya Amazonica	Potamotrygon tigrina
raya americana	Raya Americana	Dasyatis americana
raya artica	Raya Ártica	Amblyraja hyperborea
raya aspera	Raya Áspera	Raja radula
raya bramante	Raya Bramante	Rostroraja alba
raya chita	Raya Chita	Atlantoraja castelnaui
raya chucho	Raya Chucho	Dasyatis americana
raya cola corta	Raya Cola Corta	Bathyraja brachyurops
raya cornuda	Raya Cornuda	Mobula tarapacana
raya costera chilena	Raya Costera Chilena	Sympterygia lima
raya costera del norte	Raya Costera Del Norte	Sympterygia brevicaudata
raya de bigelow	Raya de Bigelow	Rajella bigelowi
raya de bullis	Raya de Bullis	Dipturus bullisi
raya de cola larga	Raya De Cola Larga	Bathyraja longicauda
raya de espjos	Raya de Espjos	Raja miraletus
raya de krefft	Raya De Krefft	Malacoraja kreffti
raya de lo hondo	Raya De Lo Hondo	Dasyatis longa
raya de los canales	Raya De Los Canales	Bathyraja brachyurops
raya de ramales	Raya De Ramales	Zearaja chilensis
raya de richardson	Raya De Richardson	Bathyraja richardsoni
raya de rio	Raya de Rio	Potamotrygon magdalenae|Potamotrygon yepezi
raya de velezi	Raya de Velezi	Raja velezi
raya del magdalena	Raya del Magdalena	Potamotrygon magdalenae
raya ecuatorial	Raya Ecuatorial	Raja equatorialis
raya electrica	Raya Electrica	Discopyge tschudii|Narcine entemedor
raya electrica de elat	Raya Electrica de Elat	Heteronarce bentuviai
raya electrica de ocelo	Raya Eléctrica De Ocelo	Diplobatis ommata
raya electrica diana	Raya Eléctrica Diana	Diplobatis ommata
raya electrica ocelada	Raya Eléctrica Ocelada	Diplobatis ommata
raya electrica rayada	Raya Eléctrica Rayada	Narcine vermiculata
raya electrica variegada	Raya Electrica Variegada	Diplobatis pictus
raya electrica vermiculada	Raya Eléctrica Vermiculada	Narcine vermiculata
raya erizo	Raya Erizo	Amblyraja doellojuradoi
raya espinosa	Raya Espinosa	Dipturus trachyderma|Rhinoraja macloviana
raya estrellada	Raya Estrellada	Raja asterias
raya ferreiro	Raya Ferreiro	Bathyraja spinicauda
raya gavilan	Raya Gavilán	Rhinoptera bonasus
raya gris	Raya Gris	Bathyraja griseocauda
raya gucamaya	Raya Gucamaya	Potamotrygon schroederi
raya guyanesa	Raya Guyanesa	Potamotrygon schroederi
raya latigo	Raya Látigo	Dasyatis dipterura
raya latigo coluda	Raya Látigo Coluda	Dasyatis longa
raya latigo hocicona	Raya Latigo Hocicona	Dasyatis guttata
raya lenticulada	Raya Lenticulada	Psammobatis lentiginosa
raya lija	Raya Lija	Bathyraja griseocauda
raya lisa	Raya Lisa	Rioraja agassizii
raya lodera	Raya Lodera	Dasyatis dipterura
raya manchada	Raya Manchada	Raja polystigma
raya mariposa	Raya Mariposa	Gymnura marmorata
raya mariposa californiana	Raya Mariposa Californiana	Gymnura marmorata
raya mariposa picuda	Raya Mariposa Picuda	Gymnura crebripunctata
raya marmorada	Raya Marmorada	Sympterygia bonapartii
raya marron oscuro	Raya Marrón Oscuro	Sympterygia acuta
raya mosaica	Raya Mosaica	Raja undulata
raya nariguda manchada	Raya Nariguda Manchada	Bathyraja scaphiops
raya negra	Raya Negra	Pteroplatytrygon violacea
raya noruega	raya noruega	Dipturus batis
raya oscura	Raya Oscura	Atlantoraja platana
raya pallida	Raya Pállida	Bathyraja pallida
raya pecosa	Raya Pecosa	Leucoraja lentiginosa
raya pequen	Raya Pequén	Psammobatis scobina
raya peruana	Raya Peruana	Bathyraja peruana
raya picuda	Raya Picuda	Bathyraja scaphiops|Myliobatis longirostris|Zearaja chilensis
raya piel de lija	Raya Piel de Lija	Dipturus teevani
raya pigmea iberica	Raya Pigmea Ibérica	Neoraja iberica
raya pintada	Raya Pintada	Atlantoraja castelnaui|Raja montagui|Raja polystigma
raya pititi	Raya Pititi	Potamotrygon falkneri
raya redonda	Raya Redonda	Rajella fyllae
raya redonda buhonera	Raya Redonda Buhonera	Urotrygon simulatrix
